Relation: Name,Academic year,Academic period,Number,Total duration,Time unit,Relation: Relation type,Relation: Direction,Relation: Status,Relation: Subject area,Relation: Level,Relation: Degree programme,Relation: Relation ID,Remaining seats,Relation: External institutions
Exchange Student Undergraduate-Université Libre de Bruxelles-School of Social Sciences-Incoming,1967,Second Semester 1967,1,"1,00",Year,Stay opportunity,Incoming,Silent,,Undergraduate / Bachelor,Anthropology Bsc|| History Bsc|| Languages and Culture Bsc|| Philosophy Bsc|| Political Science Bsc|| Psychology Bsc|| Global Studies Bsc,382,1,Université Libre de Bruxelles
Double Degree-Exchange Student Undergraduate-Ecole des Mines de Saint-Etienne-BMED-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Mechanical Engineering Bsc,1414,5,Ecole des Mines de Saint-Etienne
Double Degree-Exchange Student Undergraduate-Ecole des Mines de Saint-Etienne-CPS2-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Systems and Computing Engineering Bsc,1417,5,Ecole des Mines de Saint-Etienne
Double Degree-Exchange Student Undergraduate-Ecole des Mines de Saint-Etienne-IEOR-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Chemical Engineering Bsc|| Electrical Engineering Bsc|| Industrial Engineering Bsc|| Systems and Computing Engineering Bsc,1415,5,Ecole des Mines de Saint-Etienne
Double Degree-Exchange Student Undergraduate-Ecole des Mines de Saint-Etienne-MISPA-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Electrical Engineering Bsc|| Electronic Engineering Bsc|| Systems and Computing Engineering Bsc,1418,5,Ecole des Mines de Saint-Etienne
Double Degree-Exchange Student Undergraduate-Ecole des Mines de Saint-Etienne-TSE-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Mechanical Engineering Bsc,1413,5,Ecole des Mines de Saint-Etienne
Double Degree-Exchange Student Undergraduate-Ecole des Mines de Saint-Etienne-PEI2E-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Chemical Engineering Bsc|| Mechanical Engineering Bsc,1416,5,Ecole des Mines de Saint-Etienne
Double Degree-Exchange Student Undergraduate-Ecole des Mines de Saint-Etienne-MSE-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Civil Engineering Bsc|| Mechanical Engineering Bsc,575,5,Ecole des Mines de Saint-Etienne
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Virtual Reality-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Systems and Computing Engineering Bsc,2923,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Scientific Challenge 2024-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Mechanical Engineering Bsc,2931,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Robotics-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Electrical Engineering Bsc|| Electronic Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc,2930,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Advanced Modelling and Analysis of Structures -Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Civil Engineering Bsc|| Mechanical Engineering Bsc,3587,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Product Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Mechanical Engineering Bsc,3585,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Ocean: Hydrodynamics and Marine Engineering-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Mechanical Engineering Bsc,2932,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Aeronautics-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Mechanical Engineering Bsc,3582,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Net-zero Emissions-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Environmental Engineering Bsc,3590,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Modelling and Simulation in Mechanics-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Mechanical Engineering Bsc,2933,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Mechanical Engineering for Materials and Manufacturing Processes-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Mechanical Engineering Bsc,3584,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Carbon Neutrality-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Chemical Engineering Bsc|| Environmental Engineering Bsc,2927,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Mathematics and Applications-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Industrial Engineering Bsc,2934,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Civil Engineering and Sustainable Construction-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Civil Engineering Bsc,3586,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Industrial Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Industrial Engineering Bsc|| Systems and Computing Engineering Bsc,2925,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Environment Mobility Health-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Systems and Computing Engineering Bsc,3588,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Civil Engineering-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Silent,,Undergraduate / Bachelor,Civil Engineering Bsc,2922,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Engineering Science for Housing and Urban Environment-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Civil Engineering Bsc|| Environmental Engineering Bsc|| Mechanical Engineering Bsc,2919,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Computer Science-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Systems and Computing Engineering Bsc,2926,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Energy Production and Management-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Chemical Engineering Bsc|| Environmental Engineering Bsc|| Mechanical Engineering Bsc,2928,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Embedded Control and Power Grids-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Electrical Engineering Bsc|| Electronic Engineering Bsc,3583,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Digital Sciences for Life Sciences and Healthcare-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Systems and Computing Engineering Bsc,2920,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Data Analysis and Applications in Signal and Image Processing-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Systems and Computing Engineering Bsc,2921,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-Ecole Central Nantes-Digital City-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Civil Engineering Bsc|| Systems and Computing Engineering Bsc,2924,5,Ecole Centrale Nantes
Double Degree-Exchange Student Undergraduate-IMT Atlantique-School of Engineering-Incoming,1967,,5,"1,00",Year,Stay opportunity,Incoming,Active,,"Undergraduate / Bachelor, Postgraduate / Master",Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc|| Food Engineering,568,5,IMT Atlantique
Double Degree-Exchange Student Undergraduate-IMT Atlantique-1N ASCy-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Electrical Engineering Bsc|| Electronic Engineering Bsc|| Systems and Computing Engineering Bsc,2319,5,IMT Atlantique
Double Degree-Exchange Student Undergraduate-IMT Atlantique-Conception objets com-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Electronic Engineering Bsc|| Systems and Computing Engineering Bsc,2320,5,IMT Atlantique
Double Degree-Exchange Student Undergraduate-IMT Atlantique-COPSI-School of Engineering-Outgoing,1967,,5,"1,00",Year,Stay opportunity,Outgoing,Active,,Undergraduate / Bachelor,Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc,2321,5,IMT Atlantique
